date,gender,age,대출총괄_mo,대출총괄_pc,주택관련대출_mo,주택관련대출_pc,자동차대출_mo,자동차대출_pc,대환대출_mo,대환대출_pc,핀다대출외서비스_mo,핀다대출외서비스_pc
2022-02-28,f,5,26.51006,18.13725,56.04026,40.93137,7.1029,2.69607,4.5302,2.45098,6.82326,15.19607
2022-02-28,m,5,24.31752,14.94736,44.57614,44.8421,4.48994,4.10526,5.78304,3.36842,8.18965,9.36842
2022-02-28,f,6,19.53463,10.6007,48.64718,47.70318,5.1948,4.24028,3.73376,3.18021,5.79004,10.6007
2022-02-28,m,6,20.07628,12.58741,41.19278,38.34498,3.57142,3.4965,3.95284,1.8648,6.24133,7.57575
2022-02-28,f,7,24.8348,10.08771,48.12775,36.4035,4.90088,3.94736,3.52422,1.75438,6.22246,14.03508
2022-02-28,m,7,16.71911,14.74576,37.41148,46.10169,4.56333,2.88135,3.97324,4.57627,6.56963,6.77966
2022-02-28,f,8,27.35426,23.38709,48.25112,37.09677,5.20179,4.8387,2.33183,3.2258,6.27802,7.25806
2022-02-28,m,8,18.70047,15.23178,35.41996,40.39735,5.8637,4.63576,3.645,2.649,7.21077,11.25827
2022-02-28,f,9,21.48541,13.75,44.4297,45.0,6.36604,6.25,1.85676,0.0,6.76392,7.5
2022-02-28,m,9,29.37595,25.86206,45.35768,34.48275,10.50228,3.44827,3.80517,0.57471,10.65449,12.06896
2022-02-28,f,10,33.44827,18.91891,43.7931,51.35135,7.93103,10.81081,3.7931,0.0,5.86206,16.21621
2022-02-28,m,10,27.98634,16.88311,37.20136,49.35064,5.80204,6.4935,3.75426,1.2987,11.26279,18.18181
2022-02-28,f,11,15.97633,23.07692,27.81065,15.38461,2.66272,12.82051,2.95857,0.0,8.87573,10.25641
2022-02-28,m,11,18.98305,18.30985,34.23728,45.07042,8.13559,4.22535,2.03389,9.85915,10.50847,15.49295
2022-03-01,f,2,3.50877,0.0,1.16959,2.27272,2.77777,1.13636,0.0,0.0,0.58479,3.40909
2022-03-01,m,2,6.70103,0.0,2.06185,10.0,13.91752,10.0,0.0,0.0,1.54639,10.0
2022-03-01,f,3,15.09705,6.1674,8.77066,4.84581,9.41768,10.13215,0.86268,0.0,2.80373,4.40528
2022-03-01,m,3,27.01465,17.82178,10.71428,41.58415,10.34798,12.87128,1.92307,1.98019,2.74725,10.89108
2022-03-01,f,4,32.21194,12.03319,58.11606,21.9917,13.70899,10.37344,3.53238,2.07468,5.21446,4.14937
2022-03-01,m,4,29.01146,13.54466,43.91117,38.32853,11.38968,6.05187,4.87106,4.03458,7.37822,12.96829
2022-03-01,f,5,20.13422,6.12745,57.32662,19.36274,5.53691,2.69607,4.02684,0.0,5.20134,4.90196
2022-03-01,m,5,15.12212,5.47368,41.02011,25.05263,5.24425,2.31578,2.69396,0.94736,6.57327,8.42105
2022-03-01,f,6,12.71645,6.71378,50.64935,19.08127,4.43722,1.76678,2.1645,1.06007,3.67965,5.65371
2022-03-01,m,6,12.96809,5.24475,37.34396,16.78321,3.6061,1.28205,2.14979,0.9324,4.81969,4.662
2022-03-01,f,7,16.57488,2.63157,42.34581,12.71929,5.56167,0.87719,1.87224,0.43859,5.01101,7.89473
2022-03-01,m,7,10.93627,4.06779,35.44453,14.40677,4.76003,1.01694,1.92761,0.16949,4.87804,3.8983
2022-03-01,f,8,17.48878,4.8387,42.15246,15.32258,5.65022,0.80645,1.34529,0.0,4.4843,4.8387
2022-03-01,m,8,12.75752,5.29801,34.94453,15.56291,8.71632,2.98013,1.58478,0.99337,4.27892,2.98013
2022-03-01,f,9,16.57824,15.0,35.80901,27.5,4.6419,7.5,1.85676,0.0,5.30503,5.0
2022-03-01,m,9,14.91628,6.89655,33.33333,21.26436,6.84931,2.87356,3.50076,1.72413,5.47945,2.87356
2022-03-01,f,10,13.10344,16.21621,48.96551,29.72972,10.0,8.1081,1.72413,0.0,7.24137,13.51351
2022-03-01,m,10,17.74744,7.7922,37.54266,15.58441,5.46075,6.4935,3.07167,1.2987,9.55631,9.0909
2022-03-01,f,11,15.38461,5.1282,22.78106,5.1282,10.65088,5.1282,1.77514,0.0,3.55029,5.1282
2022-03-01,m,11,11.18644,7.04225,25.76271,11.2676,6.10169,7.04225,2.03389,1.40845,5.76271,7.04225
2022-03-02,f,2,5.26315,1.13636,1.16959,0.0,2.48538,1.13636,0.0,0.0,0.29239,0.0
2022-03-02,m,2,10.82474,0.0,1.54639,0.0,2.57731,0.0,0.0,0.0,2.57731,5.0
2022-03-02,f,3,21.27965,16.29955,11.07117,12.3348,10.13659,11.45374,2.44428,0.88105,2.73184,6.1674
2022-03-02,m,3,30.40293,46.53465,10.43956,34.65346,10.34798,27.72277,2.01465,7.92079,5.40293,11.88118
2022-03-02,f,4,45.164,25.3112,63.33052,58.09128,10.59714,14.93775,6.56013,3.3195,9.75609,17.84232
2022-03-02,m,4,39.82808,39.76945,44.55587,60.51873,12.67908,14.12103,9.74212,3.45821,11.17478,17.29106
2022-03-02,f,5,29.5302,23.52941,54.75391,45.34313,4.58612,7.35294,4.97762,2.94117,7.94183,8.57843
2022-03-02,m,5,22.30603,17.47368,45.68965,50.94736,4.74137,5.05263,5.17241,2.94736,10.70402,12.63157
2022-03-02,f,6,19.04761,16.96113,51.46103,53.35689,4.38311,2.12014,5.46536,2.12014,6.98051,12.72084
2022-03-02,m,6,18.3079,12.70396,45.14563,46.96969,4.43828,3.0303,4.23023,2.7972,8.21775,11.07226
2022-03-02,f,7,18.61233,9.21052,46.91629,48.24561,4.57048,7.89473,2.64317,2.63157,4.95594,8.77192
2022-03-02,m,7,17.66325,12.37288,36.6247,41.35593,4.20928,5.59322,3.81589,3.38983,7.59244,10.16949
2022-03-02,f,8,28.60986,13.70967,49.14798,53.2258,6.72645,8.87096,2.86995,3.2258,6.63677,15.32258
2022-03-02,m,8,21.63232,16.55629,38.98573,53.31125,7.36925,2.31788,2.61489,4.96688,9.27099,16.88741
2022-03-02,f,9,18.96551,13.75,45.22546,53.75,7.6923,7.5,1.32625,0.0,7.82493,18.75
2022-03-02,m,9,23.59208,23.56321,33.63774,52.29885,9.89345,3.44827,2.73972,1.14942,12.02435,19.54022
2022-03-02,f,10,25.86206,21.62162,54.82758,32.43243,9.65517,13.51351,0.34482,13.51351,11.72413,2.7027
2022-03-02,m,10,24.91467,19.48051,38.90784,38.96103,9.89761,5.1948,6.14334,6.4935,17.06484,23.37662
2022-03-02,f,11,17.75147,12.82051,30.47337,35.89743,9.76331,10.25641,4.14201,2.5641,8.87573,12.82051
2022-03-02,m,11,20.0,19.7183,30.16949,52.11267,9.8305,4.22535,3.05084,7.04225,22.71186,16.9014
2022-03-03,f,2,3.07017,2.27272,1.31578,1.13636,15.78947,3.40909,0.0,0.0,0.58479,4.54545
2022-03-03,m,2,6.70103,10.0,3.09278,0.0,11.85567,15.0,0.0,5.0,2.06185,5.0
2022-03-03,f,3,19.84184,18.5022,8.4831,7.92951,21.13587,14.97797,2.01294,0.44052,2.58806,4.40528
2022-03-03,m,3,26.8315,24.75247,11.81318,32.67326,15.56776,32.67326,3.11355,4.95049,5.1282,15.84158
2022-03-03,f,4,38.09924,29.04564,53.74264,54.77178,14.12952,17.84232,8.32632,2.48962,7.82169,18.25726
2022-03-03,m,4,40.32951,30.54755,41.18911,55.04322,10.38681,11.52737,7.95128,3.45821,10.02865,21.61383
2022-03-03,f,5,23.99328,17.40196,55.42505,50.73529,4.41834,8.33333,4.75391,3.92156,7.94183,12.99019
2022-03-03,m,5,20.72557,15.47368,44.32471,43.15789,5.78304,3.89473,5.02873,3.36842,7.61494,12.0
2022-03-03,f,6,20.34632,18.72791,45.56277,45.93639,4.97835,2.47349,4.00432,2.12014,5.51948,10.6007
2022-03-03,m,6,17.47572,10.25641,41.19278,44.52214,4.09153,3.4965,3.50208,1.51515,6.06796,9.44055
2022-03-03,f,7,19.60352,14.91228,42.18061,45.17543,5.12114,4.82456,2.5881,0.43859,5.5066,11.4035
2022-03-03,m,7,16.12903,12.03389,35.68056,44.23728,5.11408,6.77966,3.18646,2.88135,7.90715,11.52542
2022-03-03,f,8,15.15695,15.32258,42.24215,54.8387,6.09865,4.8387,2.42152,1.6129,6.09865,14.51612
2022-03-03,m,8,16.64025,12.58278,36.05388,48.01324,4.0412,5.29801,2.93185,3.9735,7.29001,15.56291
2022-03-03,f,9,21.48541,12.5,39.12466,60.0,7.42705,11.25,1.32625,1.25,5.43766,7.5
2022-03-03,m,9,21.46118,14.36781,36.9863,43.67816,5.02283,9.1954,2.13089,3.44827,8.37138,10.91954
2022-03-03,f,10,19.65517,24.32432,47.5862,72.97297,6.20689,2.7027,2.06896,8.1081,7.24137,13.51351
2022-03-03,m,10,20.81911,16.88311,38.22525,58.44155,5.46075,10.38961,3.75426,1.2987,12.62798,11.68831
2022-03-03,f,11,14.49704,28.20512,30.47337,46.15384,5.91715,5.1282,2.66272,7.6923,5.6213,23.07692
2022-03-03,m,11,17.62711,29.57746,25.42372,50.70422,5.08474,5.6338,1.69491,1.40845,15.25423,22.53521
2022-03-04,f,2,2.77777,0.0,1.02339,0.0,12.57309,4.54545,0.0,0.0,0.14619,0.0
2022-03-04,m,2,8.24742,0.0,1.54639,5.0,17.52577,15.0,0.0,0.0,1.54639,5.0
2022-03-04,f,3,15.60028,12.77533,6.9015,8.37004,19.05104,21.5859,0.64701,0.44052,2.3005,4.84581
2022-03-04,m,3,26.28205,20.79207,9.61538,16.83168,13.36996,39.60396,1.0989,0.99009,3.38827,9.90099
2022-03-04,f,4,36.75357,25.72614,49.45332,46.05809,13.62489,11.61825,5.63498,4.56431,7.9899,11.20331
2022-03-04,m,4,36.24641,30.25936,35.81661,49.56772,8.88252,10.951,7.52148,4.32276,10.17191,15.85014
2022-03-04,f,5,22.42729,15.19607,48.88143,45.34313,6.87919,6.61764,3.63534,2.45098,9.61968,10.29411
2022-03-04,m,5,20.2227,14.21052,34.08764,39.47368,4.66954,2.63157,4.48994,3.68421,7.14798,8.52631
2022-03-04,f,6,15.42207,10.95406,43.23593,44.52296,4.38311,6.36042,2.86796,2.12014,5.30303,10.6007
2022-03-04,m,6,15.11789,10.72261,34.74341,37.17948,3.95284,3.7296,3.19001,2.21445,6.4147,10.72261
2022-03-04,f,7,18.6674,9.21052,37.55506,39.03508,4.46035,3.50877,2.2577,0.87719,4.35022,7.89473
2022-03-04,m,7,12.23446,9.49152,30.72383,35.59322,4.1306,3.38983,3.06845,1.8644,5.54681,9.15254
2022-03-04,f,8,18.56502,8.06451,38.74439,38.70967,4.93273,7.25806,2.51121,0.80645,5.29147,5.64516
2022-03-04,m,8,18.54199,10.92715,32.96354,42.3841,4.75435,3.9735,1.98098,2.31788,5.70522,9.60264
2022-03-04,f,9,16.18037,10.0,47.34748,31.25,7.1618,7.5,1.85676,3.75,5.03978,10.0
2022-03-04,m,9,17.19939,12.06896,36.22526,44.25287,8.21917,8.62068,4.10958,3.44827,10.04566,12.06896
2022-03-04,f,10,25.86206,13.51351,40.34482,37.83783,5.17241,8.1081,0.34482,5.4054,4.48275,16.21621
2022-03-04,m,10,17.74744,18.18181,33.78839,48.05194,4.43686,10.38961,3.75426,5.1948,12.62798,10.38961
2022-03-04,f,11,11.83431,10.25641,23.66863,33.33333,5.6213,7.6923,1.77514,0.0,2.95857,10.25641
2022-03-04,m,11,16.27118,16.9014,19.32203,39.43661,9.8305,7.04225,1.69491,2.8169,12.88135,5.6338
2022-03-05,f,2,2.04678,0.0,1.16959,1.13636,5.40935,6.81818,0.0,0.0,0.58479,0.0
2022-03-05,m,2,3.60824,0.0,3.60824,0.0,8.24742,5.0,0.0,0.0,0.51546,5.0
2022-03-05,f,3,11.93386,2.64317,7.04529,4.40528,10.28037,18.5022,0.28756,0.0,1.94104,2.20264
2022-03-05,m,3,17.49084,16.83168,6.77655,20.79207,12.08791,17.82178,1.4652,0.0,2.74725,7.92079
2022-03-05,f,4,24.05382,5.80912,46.00504,17.84232,10.59714,2.90456,2.18671,0.41493,5.63498,2.07468
2022-03-05,m,4,23.13753,14.12103,31.66189,25.64841,9.02578,7.78097,3.15186,1.7291,6.87679,8.64553
2022-03-05,f,5,15.54809,3.18627,46.14093,15.68627,5.42505,1.47058,1.7897,0.24509,6.20805,4.41176
2022-03-05,m,5,12.03304,5.68421,32.04022,16.8421,4.38218,1.47368,2.26293,0.52631,4.92097,4.63157
2022-03-05,f,6,11.68831,3.53356,41.17965,9.18727,4.54545,2.82685,1.78571,0.35335,4.59956,2.12014
2022-03-05,m,6,8.59916,3.2634,28.67545,12.23776,2.73925,1.74825,1.66435,0.58275,3.77947,1.74825
2022-03-05,f,7,11.56387,2.63157,37.5,12.2807,4.18502,1.31578,1.48678,0.43859,2.4229,2.63157
2022-03-05,m,7,8.37922,4.06779,25.53107,11.01694,4.48465,2.71186,1.21951,1.01694,3.57985,2.37288
2022-03-05,f,8,11.30044,2.41935,36.05381,9.67741,5.47085,5.64516,0.98654,0.0,3.8565,2.41935
2022-03-05,m,8,9.90491,2.649,25.35657,14.23841,4.19968,0.99337,1.26782,0.66225,2.69413,3.64238
2022-03-05,f,9,13.92572,3.75,33.81962,26.25,4.37665,5.0,2.78514,0.0,3.97877,5.0
2022-03-05,m,9,9.58904,1.72413,24.20091,12.64367,7.76255,2.87356,1.06544,1.14942,4.87062,5.74712
2022-03-05,f,10,12.06896,8.1081,25.17241,0.0,4.82758,0.0,1.03448,0.0,4.48275,0.0
2022-03-05,m,10,14.67576,10.38961,30.71672,16.88311,6.82593,1.2987,0.34129,0.0,4.77815,2.5974
2022-03-05,f,11,10.05917,7.6923,19.23076,15.38461,5.32544,0.0,0.88757,0.0,4.73372,0.0
2022-03-05,m,11,10.84745,5.6338,19.32203,19.7183,9.8305,4.22535,0.67796,0.0,8.47457,5.6338
2022-03-06,f,2,1.31578,1.13636,0.43859,0.0,11.11111,14.77272,0.0,0.0,0.58479,0.0
2022-03-06,m,2,8.76288,10.0,6.70103,0.0,12.88659,20.0,0.0,0.0,0.51546,10.0
2022-03-06,f,3,13.156,3.96475,7.83608,7.04845,15.24083,23.78854,0.35945,1.32158,1.72537,2.20264
2022-03-06,m,3,20.51282,18.81188,10.16483,19.80198,14.19413,21.78217,0.82417,0.0,2.65567,6.93069
2022-03-06,f,4,26.66105,8.71369,52.39697,20.33195,11.60639,5.39419,1.93439,1.24481,6.22371,7.05394
2022-03-06,m,4,23.78223,14.40922,41.47564,33.71757,10.95988,8.06916,3.65329,2.01729,7.66475,7.78097
2022-03-06,f,5,17.84116,4.16666,54.80984,19.85294,5.59284,2.69607,1.17449,0.73529,7.66219,3.67647
2022-03-06,m,5,12.39224,5.15789,36.27873,24.42105,4.56178,2.10526,2.11925,1.57894,5.24425,4.8421
2022-03-06,f,6,13.47402,3.53356,43.93939,14.13427,4.81601,0.35335,2.1645,0.35335,3.24675,3.18021
2022-03-06,m,6,11.99722,4.07925,33.21775,16.78321,4.81969,2.331,1.45631,0.4662,4.4036,2.331
2022-03-06,f,7,12.27973,1.75438,36.12334,9.64912,5.72687,1.31578,2.03744,0.43859,4.24008,3.07017
2022-03-06,m,7,10.85759,3.72881,29.85837,10.67796,5.15342,1.35593,1.73092,0.33898,3.18646,2.54237
2022-03-06,f,8,13.00448,4.03225,32.91479,12.90322,6.18834,4.8387,0.89686,1.6129,3.31838,4.8387
2022-03-06,m,8,14.18383,4.30463,30.26941,10.59602,4.75435,1.3245,1.98098,0.33112,5.07131,4.63576
2022-03-06,f,9,19.89389,3.75,35.94164,15.0,7.29442,8.75,1.061,0.0,3.05039,2.5
2022-03-06,m,9,12.93759,12.06896,25.26636,15.51724,8.37138,4.02298,1.97869,1.14942,6.6971,2.87356
2022-03-06,f,10,11.37931,8.1081,38.27586,16.21621,6.55172,2.7027,2.41379,0.0,4.13793,2.7027
2022-03-06,m,10,15.01706,10.38961,25.59726,10.38961,5.46075,5.1948,1.36518,0.0,4.77815,3.8961
2022-03-06,f,11,16.8639,2.5641,20.71005,20.51282,9.46745,15.38461,1.18343,0.0,5.32544,17.94871
2022-03-06,m,11,12.54237,4.22535,23.72881,15.49295,7.45762,5.6338,0.33898,1.40845,6.44067,11.2676
2022-03-07,f,2,2.19298,2.27272,1.31578,3.40909,15.20467,12.5,0.0,0.0,0.14619,3.40909
2022-03-07,m,2,8.76288,20.0,1.54639,5.0,14.94845,15.0,0.51546,0.0,1.54639,5.0
2022-03-07,f,3,18.40402,17.18061,9.56146,15.4185,23.43637,44.05286,2.15672,2.20264,2.73184,4.84581
2022-03-07,m,3,31.13553,28.71287,8.88278,39.60396,12.54578,40.59405,3.20512,3.96039,4.21245,10.89108
2022-03-07,f,4,46.67788,39.00414,55.50883,55.18672,13.37258,23.23651,5.38267,3.3195,8.91505,13.69294
2022-03-07,m,4,46.5616,45.24495,43.9828,61.67146,12.17765,14.6974,9.59885,4.61095,9.67048,24.78386
2022-03-07,f,5,27.85234,19.36274,60.57046,47.30392,5.20134,8.33333,4.36241,1.71568,11.24161,11.7647
2022-03-07,m,5,28.84339,20.94736,49.56896,58.21052,5.10057,6.94736,6.57327,3.78947,9.0158,13.47368
2022-03-07,f,6,24.24242,22.26148,55.03246,61.13074,5.30303,6.36042,3.51731,4.94699,6.43939,13.78091
2022-03-07,m,6,24.47988,18.99766,49.89597,51.51515,5.68654,5.1282,4.95839,2.44755,7.31622,12.58741
2022-03-07,f,7,26.37665,18.85964,52.9185,46.05263,4.18502,6.14035,3.19383,1.31578,6.11233,11.4035
2022-03-07,m,7,22.58064,21.8644,44.13847,48.13559,4.95672,3.8983,4.44531,2.54237,7.00236,11.35593
2022-03-07,f,8,24.12556,13.70967,46.09865,51.6129,5.56053,12.09677,3.22869,0.0,5.47085,8.06451
2022-03-07,m,8,25.03961,21.52317,41.52139,48.67549,4.67511,3.31125,5.07131,2.31788,5.94294,14.90066
2022-03-07,f,9,25.46419,26.25,48.27586,55.0,7.29442,6.25,2.25464,2.5,8.48806,11.25
2022-03-07,m,9,32.57229,24.13793,44.44444,41.37931,7.15372,5.17241,4.26179,2.29885,10.19786,10.34482
2022-03-07,f,10,27.5862,21.62162,54.13793,29.72972,10.0,10.81081,3.10344,5.4054,7.5862,16.21621
2022-03-07,m,10,39.59044,20.77922,41.29692,59.74025,6.14334,5.1948,1.70648,6.4935,15.01706,24.67532
2022-03-07,f,11,23.66863,33.33333,33.13609,56.41025,8.57988,15.38461,3.25443,2.5641,4.14201,7.6923
2022-03-07,m,11,23.05084,18.30985,28.13559,80.28169,10.50847,8.4507,0.33898,0.0,17.28813,21.12676
2022-03-08,f,2,2.33918,4.54545,0.29239,1.13636,16.37426,10.22727,0.0,0.0,0.14619,2.27272
2022-03-08,m,2,3.60824,15.0,2.06185,5.0,9.79381,20.0,0.0,0.0,3.09278,5.0
2022-03-08,f,3,19.48238,13.65638,8.62688,9.69162,18.61969,46.69603,1.43781,0.88105,2.94751,3.0837
2022-03-08,m,3,25.54945,38.61386,11.35531,20.79207,12.08791,33.66336,2.5641,3.96039,2.5641,19.80198
2022-03-08,f,4,35.82842,27.38589,46.00504,57.67634,11.9428,16.18257,5.46677,4.97925,8.24222,13.69294
2022-03-08,m,4,37.67908,33.71757,34.74212,48.99135,10.74498,15.85014,7.59312,4.61095,10.24355,18.73198
2022-03-08,f,5,22.31543,12.5,50.0,46.56862,5.25727,8.08823,3.18791,2.69607,7.82997,10.29411
2022-03-08,m,5,23.56321,15.36842,35.4885,42.94736,5.02873,3.68421,4.84913,2.73684,6.75287,14.73684
2022-03-08,f,6,18.23593,13.0742,46.80735,41.69611,4.92424,4.59363,3.51731,1.76678,6.33116,10.95406
2022-03-08,m,6,20.1803,12.82051,39.90984,40.79254,4.2649,3.37995,3.98751,3.4965,6.72676,9.7902
2022-03-08,f,7,24.22907,14.03508,47.57709,46.49122,5.5066,9.64912,2.7533,1.75438,5.72687,6.14035
2022-03-08,m,7,18.33202,15.59322,35.28717,39.8305,5.07474,4.23728,3.50118,2.20338,6.60896,10.67796
2022-03-08,f,8,22.51121,32.25806,44.75336,38.70967,7.35426,10.48387,2.86995,7.25806,6.36771,9.67741
2022-03-08,m,8,22.74167,18.21192,31.85419,39.73509,5.62599,8.94039,2.29793,3.31125,7.68621,10.92715
2022-03-08,f,9,24.0053,30.0,39.65517,30.0,7.02917,13.75,2.25464,6.25,4.90716,16.25
2022-03-08,m,9,25.11415,26.43678,37.1385,54.5977,5.63165,9.1954,4.10958,2.87356,11.11111,13.21839
2022-03-08,f,10,22.41379,10.81081,47.5862,29.72972,7.5862,18.91891,3.7931,2.7027,8.62068,16.21621
2022-03-08,m,10,34.12969,32.46753,31.74061,45.45454,10.2389,15.58441,0.68259,0.0,17.74744,12.98701
2022-03-08,f,11,16.56804,12.82051,18.93491,33.33333,6.80473,10.25641,5.32544,2.5641,7.39644,10.25641
2022-03-08,m,11,17.28813,19.7183,40.67796,38.02816,8.81355,9.85915,2.03389,5.6338,10.50847,21.12676
2022-03-09,f,2,1.60818,0.0,1.02339,1.13636,25.73099,18.18181,0.0,0.0,0.14619,0.0
2022-03-09,m,2,3.60824,25.0,6.18556,0.0,30.41237,25.0,0.0,0.0,2.06185,0.0
2022-03-09,f,3,14.23436,4.40528,6.47016,4.84581,20.84831,61.23348,1.29403,0.0,1.94104,2.64317
2022-03-09,m,3,18.95604,29.70297,6.50183,18.81188,16.30036,43.56435,2.65567,0.0,1.8315,13.86138
2022-03-09,f,4,25.5677,7.05394,42.22035,14.52282,11.18587,5.80912,3.36417,1.24481,7.06476,4.14937
2022-03-09,m,4,26.57593,15.85014,31.37535,32.56484,10.02865,10.08645,3.51002,3.17002,6.37535,8.93371
2022-03-09,f,5,18.23266,4.16666,43.1208,19.85294,5.59284,1.71568,1.17449,0.98039,4.64205,5.14705
2022-03-09,m,5,14.61925,6.8421,28.41235,22.10526,3.66379,3.57894,1.72413,1.26315,5.31609,4.52631
2022-03-09,f,6,13.14935,3.88692,40.47619,7.06713,3.67965,2.47349,1.2987,1.41342,3.95021,3.53356
2022-03-09,m,6,11.68515,4.54545,27.98196,15.85081,3.88349,1.8648,2.25381,1.1655,4.05686,3.0303
2022-03-09,f,7,11.34361,3.07017,30.39647,16.66666,4.79074,3.94736,1.15638,0.43859,3.13876,3.50877
2022-03-09,m,7,9.52006,3.38983,28.71754,11.18644,3.50118,2.71186,1.25885,0.50847,4.8387,3.55932
2022-03-09,f,8,14.7982,7.25806,28.78923,8.06451,5.56053,3.2258,1.43497,0.80645,3.76681,8.06451
2022-03-09,m,8,11.0935,4.30463,22.10776,9.27152,5.30903,3.9735,1.8225,0.66225,3.72424,2.31788
2022-03-09,f,9,16.04774,12.5,28.51458,8.75,6.10079,8.75,1.45888,1.25,4.50928,1.25
2022-03-09,m,9,14.00304,4.5977,28.00608,11.49425,8.67579,3.44827,0.45662,1.14942,4.10958,4.02298
2022-03-09,f,10,11.72413,5.4054,36.89655,18.91891,6.55172,2.7027,1.37931,0.0,4.82758,8.1081
2022-03-09,m,10,15.69965,10.38961,24.91467,16.88311,6.48464,3.8961,0.68259,0.0,7.16723,2.5974
2022-03-09,f,11,7.10059,2.5641,17.75147,15.38461,5.6213,12.82051,0.59171,2.5641,3.25443,0.0
2022-03-09,m,11,12.88135,8.4507,21.35593,16.9014,5.42372,12.67605,1.35593,2.8169,6.77966,4.22535
2022-03-10,f,2,2.48538,0.0,1.02339,2.27272,23.24561,15.90909,0.0,0.0,0.73099,0.0
2022-03-10,m,2,8.76288,10.0,2.57731,15.0,24.74226,30.0,0.0,0.0,2.06185,0.0
2022-03-10,f,3,25.08986,9.69162,11.21495,11.01321,27.31847,52.4229,1.36592,0.88105,5.10424,8.37004
2022-03-10,m,3,39.56043,35.64356,7.6923,27.72277,16.30036,49.50495,2.83882,1.98019,7.6923,31.68316
2022-03-10,f,4,45.33221,31.9502,46.93019,66.39004,13.45668,16.18257,5.46677,5.39419,17.07317,26.97095
2022-03-10,m,4,46.27507,38.04034,44.98567,59.65417,11.96275,16.42651,8.45272,7.78097,22.27793,37.46397
2022-03-10,f,5,26.00671,21.32352,54.86577,55.14705,5.64876,6.37254,5.31319,2.45098,20.13422,26.22549
2022-03-10,m,5,27.19109,14.31578,43.78591,43.05263,4.2385,4.8421,4.52586,2.73684,22.19827,25.78947
2022-03-10,f,6,24.62121,16.60777,52.1645,58.30388,3.57142,4.59363,2.5974,2.82685,16.23376,24.38162
2022-03-10,m,6,23.1276,15.03496,43.61997,41.84149,4.16088,4.662,3.25936,2.0979,17.09431,28.08857
2022-03-10,f,7,26.04625,15.78947,50.49559,44.29824,4.73568,9.21052,2.86343,1.31578,10.90308,17.10526
2022-03-10,m,7,22.81667,16.27118,37.21479,43.55932,4.79937,3.8983,3.14712,2.20338,13.57199,21.35593
2022-03-10,f,8,24.57399,13.70967,47.713,32.25806,5.91928,16.93548,2.15246,2.41935,7.80269,29.8387
2022-03-10,m,8,21.39461,19.86754,42.86846,49.00662,5.15055,4.30463,3.56576,2.31788,12.67828,28.14569
2022-03-10,f,9,28.11671,22.5,40.3183,48.75,6.10079,18.75,3.71352,6.25,9.15119,17.5
2022-03-10,m,9,25.26636,20.11494,50.0761,47.12643,7.45814,6.32183,3.95738,4.02298,16.74277,25.28735
2022-03-10,f,10,32.06896,21.62162,60.68965,21.62162,12.06896,2.7027,3.44827,8.1081,10.68965,16.21621
2022-03-10,m,10,19.79522,18.18181,31.05802,48.05194,5.46075,5.1948,4.09556,2.5974,20.47781,22.07792
2022-03-10,f,11,26.33136,20.51282,27.21893,20.51282,9.46745,10.25641,5.6213,2.5641,7.98816,15.38461
2022-03-10,m,11,19.66101,35.21126,22.03389,52.11267,7.11864,7.04225,4.06779,0.0,16.94915,28.16901
2022-03-11,f,2,1.46198,0.0,0.73099,2.27272,23.09941,21.5909,0.0,0.0,0.87719,2.27272
2022-03-11,m,2,16.49484,15.0,4.63917,0.0,19.58762,30.0,0.0,0.0,4.12371,5.0
2022-03-11,f,3,21.99856,15.85903,7.6923,9.69162,22.57368,55.5066,1.29403,1.32158,2.65995,9.69162
2022-03-11,m,3,37.17948,29.70297,7.41758,24.75247,16.66666,59.40594,1.92307,0.99009,3.93772,35.64356
2022-03-11,f,4,43.98654,26.55601,47.60302,53.9419,12.95206,20.33195,5.55088,3.3195,11.8587,24.48132
2022-03-11,m,4,43.40974,31.4121,41.04584,55.61959,9.45558,13.83285,8.59598,3.45821,15.61604,33.42939
2022-03-11,f,5,24.32885,16.91176,54.86577,46.81372,5.87248,5.88235,3.69127,4.41176,13.42281,12.2549
2022-03-11,m,5,23.20402,13.89473,40.69683,45.57894,5.02873,3.68421,4.48994,2.94736,16.66666,21.36842
2022-03-11,f,6,26.94805,16.96113,50.91991,51.23674,3.67965,4.59363,2.48917,3.88692,11.52597,14.13427
2022-03-11,m,6,22.88488,12.58741,45.56171,44.52214,4.43828,3.4965,3.19001,2.0979,16.67822,20.27972
2022-03-11,f,7,26.76211,15.35087,46.91629,37.71929,4.57048,4.38596,2.03744,0.87719,10.51762,23.68421
2022-03-11,m,7,19.74822,11.8644,37.80487,34.57627,5.38945,5.25423,3.73721,2.20338,15.06687,22.37288
2022-03-11,f,8,22.86995,23.38709,52.10762,54.8387,6.27802,11.29032,3.31838,4.8387,9.50672,29.8387
2022-03-11,m,8,24.64342,17.21854,35.02377,38.74172,5.78446,4.63576,1.8225,1.3245,13.15372,27.81456
2022-03-11,f,9,22.81167,30.0,44.4297,47.5,6.49867,11.25,4.50928,3.75,8.09018,27.5
2022-03-11,m,9,29.52815,21.83908,42.16133,57.47126,5.32724,5.17241,3.34855,2.29885,19.33028,35.63218
2022-03-11,f,10,25.86206,29.72972,52.41379,62.16216,7.24137,2.7027,4.48275,5.4054,13.7931,10.81081
